t_rel,label,ms,n_persons,conf,bbox_w,bbox_h,aspect,sh_y,hip_y,sh_hip_gap,sh_hip_gap_norm,torso_angle,ank_y,kp_ok
4.565,standing,67.9,1,0.862649,84.455505,187.047729,0.451518,307.513245,376.236084,68.722839,0.367408,6.442356,452.123444,17
4.653,standing,80.4,1,0.836002,83.623169,187.607788,0.445734,307.756165,377.687744,69.931580,0.372754,6.073136,453.591187,17
4.740,standing,78.3,1,0.810355,85.828796,187.549438,0.457633,307.164551,377.561462,70.396912,0.375351,5.971037,458.879883,17
4.816,standing,68.4,1,0.723778,81.038452,186.782608,0.433865,305.872864,380.098145,74.225281,0.397389,4.080142,466.574585,17
4.896,standing,70.5,1,0.783278,84.498413,203.871323,0.414469,307.722260,378.650635,70.928375,0.347908,5.035142,468.403320,17
4.983,standing,79.4,1,0.840603,85.397583,187.225220,0.456122,307.606628,377.331024,69.724396,0.372409,7.134421,446.990631,17
5.065,standing,75.1,1,0.846885,85.029419,188.068054,0.452120,307.365051,378.392883,71.027832,0.377671,6.048917,449.519684,17
5.169,standing,95.1,1,0.863092,86.206543,187.212463,0.460474,306.132324,376.583160,70.450836,0.376315,6.391900,453.958496,17
5.255,standing,78.1,1,0.771443,84.678833,212.738220,0.398042,307.294617,378.601929,71.307312,0.335188,5.228475,465.478882,17
5.357,standing,92.7,1,0.845094,84.237854,187.647156,0.448916,307.486267,379.068848,71.582581,0.381474,5.451027,457.552429,17
5.456,standing,91.0,1,0.800333,85.451599,186.630493,0.457865,306.372101,378.135986,71.763885,0.384524,5.602308,458.893829,17
5.551,standing,84.3,1,0.785145,85.501709,188.944687,0.452522,306.920288,380.099792,73.179504,0.387306,5.218574,463.181763,17
5.675,standing,115.9,1,0.813894,85.875122,185.750122,0.462315,307.074646,377.244904,70.170258,0.377767,6.349739,451.314026,17
5.775,standing,90.7,1,0.835155,83.050537,186.783691,0.444635,307.576965,377.486023,69.909058,0.374278,5.389130,453.060791,17
5.862,standing,77.5,1,0.801700,86.271912,187.915634,0.459099,307.751221,379.013367,71.262146,0.379224,6.330604,454.838989,17
5.963,standing,93.8,1,0.834746,83.780029,187.372986,0.447130,307.543579,377.429077,69.885498,0.372975,5.770664,447.379578,17
6.049,standing,76.6,1,0.818747,82.686279,185.354065,0.446099,307.026093,377.903442,70.877350,0.382389,4.943485,463.939514,17
6.127,standing,70.2,1,0.777723,83.006470,218.638489,0.379652,307.663025,380.291016,72.627991,0.332183,4.219132,470.071411,17
6.210,standing,74.1,1,0.827456,83.367676,189.628601,0.439637,307.417267,380.126495,72.709229,0.383430,5.841338,464.318481,17
6.294,standing,74.8,1,0.784560,85.115051,187.968994,0.452814,306.570648,379.982513,73.411865,0.390553,4.893870,471.689514,17
6.374,standing,70.1,1,0.722677,86.627319,183.571411,0.471900,306.979370,379.147034,72.167664,0.393131,6.248764,469.115356,17
6.462,standing,77.9,1,0.818542,81.979492,190.630554,0.430044,307.730774,379.222717,71.491943,0.375029,4.551056,464.188538,17
6.540,standing,69.9,1,0.726205,83.919800,204.173203,0.411023,307.833496,378.951477,71.117981,0.348322,4.986286,467.727448,17
6.654,standing,103.6,1,0.618836,81.253296,216.575302,0.375173,308.050903,381.136017,73.085114,0.337458,4.352622,469.666504,17
6.753,standing,89.2,1,0.870151,82.114685,223.636475,0.367179,307.736633,379.121277,71.384644,0.319199,3.143401,474.567047,17
6.843,standing,79.4,1,0.883410,82.069702,186.972534,0.438940,308.398865,378.059204,69.660339,0.372570,6.259558,457.848602,17
6.928,standing,75.8,1,0.816645,83.353516,186.231995,0.447579,306.550781,378.258789,71.708008,0.385047,6.869445,464.472534,17
7.016,standing,78.2,1,0.755623,79.656738,223.191513,0.356899,307.334534,377.299286,69.964752,0.313474,5.701203,466.628296,17
7.106,standing,81.5,1,0.653766,76.490967,186.889465,0.409285,306.626770,379.218201,72.591431,0.388419,3.782458,475.581360,17
7.191,standing,75.4,1,0.719280,75.881592,197.300232,0.384600,306.189484,376.723450,70.533966,0.357496,5.547604,462.473236,17
7.282,standing,81.3,1,0.683986,73.028442,182.094788,0.401046,306.510254,378.122681,71.612427,0.393270,3.740177,469.313049,17
7.370,standing,78.4,1,0.794429,72.446289,186.648193,0.388144,305.639038,377.070221,71.431183,0.382705,4.276878,458.355225,17
7.449,standing,71.3,1,0.754354,72.802246,222.265747,0.327546,307.374969,380.372681,72.997711,0.328425,2.879478,472.867981,17
7.539,standing,82.4,1,0.476103,75.435913,178.088501,0.423587,306.076233,377.692139,71.615906,0.402137,5.426777,,15
7.646,standing,96.7,2,0.488024,76.308960,221.747925,0.344125,308.275269,382.068146,73.792877,0.332778,4.338905,,15
7.740,standing,86.8,1,0.805300,78.496948,182.223877,0.430772,306.858734,377.633331,70.774597,0.388394,5.329189,460.196564,17
7.828,standing,79.6,1,0.681085,75.588135,177.633423,0.425529,306.894592,377.514618,70.620026,0.397560,4.584914,,15
7.916,standing,79.7,1,0.715065,73.036560,186.269897,0.392101,307.311096,380.696991,73.385895,0.393976,3.375259,464.197754,17
7.995,standing,69.7,1,0.785589,76.946655,183.830200,0.418575,307.130341,379.902649,72.772308,0.395867,4.236174,,15
8.075,standing,72.6,1,0.834294,79.300842,186.204895,0.425879,307.041779,377.866089,70.824310,0.380357,4.829820,451.372070,17
8.170,standing,85.2,1,0.773735,78.858154,183.576477,0.429566,306.604645,378.401672,71.797028,0.391101,5.491145,,16
8.259,standing,78.6,1,0.620158,76.153687,175.746094,0.433317,306.632141,379.222321,72.590179,0.413040,4.917887,,15
8.339,standing,71.2,1,0.772997,77.782349,184.392456,0.421830,306.395691,377.018158,70.622467,0.383001,6.189994,457.222961,17
8.416,standing,69.4,1,0.728415,77.185486,192.250488,0.401484,306.684052,380.669312,73.985260,0.384838,4.517136,,16
8.492,standing,68.1,1,0.434803,76.735107,168.603638,0.455121,306.693237,379.675690,72.982452,0.432864,2.691352,,15
8.570,standing,69.0,1,0.539534,78.237915,155.530762,0.503038,307.018524,375.059814,68.041290,0.437478,3.671637,,15
8.653,standing,73.9,2,0.416199,77.351807,159.529846,0.484874,306.309174,378.447449,72.138275,0.452193,4.571942,,15
8.735,standing,72.3,1,0.781539,79.802490,184.729919,0.431995,306.890900,375.603394,68.712494,0.371962,5.042930,444.879303,17
8.813,standing,70.6,1,0.491903,78.145996,174.201050,0.448597,306.247894,378.660858,72.412964,0.415686,3.966495,,15
8.897,standing,76.1,1,0.809263,80.013550,186.172058,0.429783,306.088837,376.504395,70.415558,0.378228,5.816545,454.496246,17
8.984,standing,78.6,1,0.723162,79.747925,184.317932,0.432665,306.486786,377.895538,71.408752,0.387422,5.187576,,16
9.065,standing,71.5,1,0.689319,79.111328,184.194702,0.429498,306.610992,379.511414,72.900421,0.395779,4.766577,,15
9.144,standing,70.0,1,0.819768,79.513428,184.548645,0.430853,306.080811,376.202271,70.121460,0.379962,5.531099,450.647644,17
9.225,standing,70.6,1,0.791137,81.346436,185.136597,0.439386,306.366119,374.283112,67.916992,0.366848,5.348603,444.444031,17
9.303,standing,68.9,1,0.541709,78.992310,171.269287,0.461217,306.121063,376.642975,70.521912,0.411760,4.989118,,15
9.386,standing,73.1,1,0.738341,80.342651,184.352417,0.435810,305.977661,374.433990,68.456329,0.371334,5.747344,448.534668,17
9.469,standing,76.3,1,0.653886,78.264771,185.590332,0.421707,306.050385,375.726318,69.675934,0.375429,5.475346,456.300781,17
9.558,standing,79.3,1,0.538164,79.556152,171.730835,0.463261,306.278503,376.939758,70.661255,0.411465,5.284917,,15
9.669,standing,101.0,1,0.638972,77.782959,181.948669,0.427499,305.980469,375.195007,69.214539,0.380407,5.736125,447.915283,17
9.780,standing,102.0,1,0.553831,77.637573,204.796082,0.379097,306.972595,380.757568,73.784973,0.360285,3.838947,,15
9.869,standing,82.3,1,0.662210,77.075867,139.121582,0.554018,307.089325,376.698608,69.609283,0.500349,3.979926,,15
9.961,standing,82.9,1,0.797427,79.705078,187.506592,0.425079,306.781555,373.181030,66.399475,0.354118,5.054199,435.239441,17
10.050,standing,81.1,1,0.593172,76.315186,179.892700,0.424226,306.835693,380.123260,73.287567,0.407396,3.243001,,15
10.139,standing,79.5,1,0.805655,74.511230,189.291382,0.393632,306.988678,382.310760,75.322083,0.397916,2.981885,471.190308,17
10.222,standing,73.8,1,0.834149,78.119141,185.768616,0.420519,306.625763,378.198486,71.572723,0.385279,4.961480,457.493835,17
10.322,standing,90.4,1,0.756596,76.187012,184.283691,0.413422,306.099670,375.824158,69.724487,0.378354,5.164459,452.507629,17
10.414,standing,82.1,1,0.569274,78.557373,224.194443,0.350398,307.903320,379.223633,71.320312,0.318118,4.617356,,15
10.492,standing,71.7,1,0.715894,77.707214,187.447388,0.414555,306.329987,376.531677,70.201691,0.374514,4.551386,456.408264,17
10.607,standing,107.6,2,0.553887,78.107361,223.053345,0.350173,307.749603,375.784302,68.034698,0.305015,6.204925,,16
10.706,standing,91.5,1,0.759186,76.692871,187.504089,0.409020,307.133728,379.159912,72.026184,0.384131,5.092555,,15
10.804,standing,89.1,1,0.663936,77.953247,202.479843,0.384993,306.324585,380.243164,73.918579,0.365066,3.470378,472.470276,17
10.898,standing,85.7,1,0.803961,78.715454,187.401245,0.420037,306.949585,376.632385,69.682800,0.371837,5.120637,446.489410,17
10.987,standing,80.5,1,0.625380,77.872437,186.572571,0.417384,306.009918,379.486298,73.476379,0.393822,4.251868,,15
11.063,standing,66.4,1,0.711037,77.106750,222.458984,0.346611,308.424286,382.366974,73.942688,0.332388,3.119463,,15
11.150,standing,77.7,1,0.788155,75.745300,186.555420,0.406020,306.441864,379.958710,73.516846,0.394075,3.069270,,15
11.234,standing,76.7,1,0.800301,76.873352,187.989685,0.408923,307.168182,378.287598,71.119415,0.378316,4.044323,449.138947,17
11.328,standing,85.6,1,0.797295,79.436279,186.233780,0.426541,306.819305,376.450378,69.631073,0.373891,5.434932,,16
11.421,standing,84.6,1,0.781267,78.162720,187.011841,0.417956,306.493347,378.827759,72.334412,0.386791,4.670818,467.248535,17
11.510,standing,81.0,1,0.533300,76.477783,178.360901,0.428781,306.074707,378.592224,72.517517,0.406577,4.078338,,15
11.606,standing,87.0,1,0.624527,76.314453,223.549194,0.341377,307.959473,380.979248,73.019775,0.326639,3.619375,,15
11.703,standing,88.9,1,0.511505,77.766907,173.059082,0.449366,306.826721,378.964722,72.138000,0.416840,4.315898,,15
11.833,standing,121.8,1,0.505100,79.080078,190.704712,0.414673,306.698151,378.730530,72.032379,0.377717,5.289442,,15
11.932,standing,91.5,1,0.587389,77.317627,166.754639,0.463661,306.457703,376.391968,69.934265,0.419384,4.437493,,15
12.010,standing,70.3,1,0.649564,76.959473,195.170959,0.394318,306.475372,381.543518,75.068146,0.384628,3.955672,,15
12.092,standing,73.9,1,0.792858,77.742554,186.864502,0.416037,306.250763,374.012604,67.761841,0.362626,6.861637,445.699158,17
12.182,standing,80.7,1,0.781453,77.346619,182.933594,0.422813,306.804626,376.150024,69.345398,0.379074,6.267555,449.967712,17
12.280,standing,88.7,2,0.733995,77.633179,184.268799,0.421304,306.716309,377.151001,70.434692,0.382239,6.023423,455.281067,17
12.359,standing,71.6,1,0.821380,74.335632,183.968872,0.404066,306.973480,375.122925,68.149445,0.370440,6.650102,447.470062,17
12.445,standing,76.4,1,0.792486,74.309204,186.082153,0.399335,306.417480,374.393372,67.975891,0.365300,8.409948,451.585236,17
12.536,standing,81.4,1,0.801519,74.420288,185.173645,0.401895,308.288055,375.825653,67.537598,0.364726,7.571233,449.657135,17
12.625,standing,80.9,1,0.554419,71.223083,175.953430,0.404784,308.613770,379.427887,70.814117,0.402459,5.115470,,15
12.733,standing,100.1,1,0.715732,71.281189,186.542786,0.382117,310.353607,379.115662,68.762054,0.368613,3.611955,,15
12.836,standing,95.6,1,0.623408,73.884644,175.383423,0.421275,313.091064,372.767426,59.676361,0.340262,5.532837,443.724792,17
12.964,standing,120.5,1,0.825313,77.452026,169.479126,0.457000,316.628845,373.412109,56.783264,0.335046,3.937973,428.743591,17
13.052,standing,76.8,1,0.645180,72.138550,175.646240,0.410704,320.744934,376.775269,56.030334,0.318995,0.318181,438.092590,17
13.132,standing,71.2,1,0.640633,75.539490,157.096924,0.480846,321.121002,371.568054,50.447052,0.321121,3.484916,418.445770,17
13.216,standing,74.9,1,0.558477,74.306641,147.009399,0.505455,322.552551,374.690186,52.137634,0.354655,0.505956,418.859680,17
13.300,standing,74.2,1,0.780527,74.077148,158.265991,0.468055,323.253876,376.367371,53.113495,0.335596,1.876067,429.133057,17
13.378,standing,70.4,1,0.836465,74.950195,153.445068,0.488450,323.288879,372.057617,48.768738,0.317825,1.567194,421.914612,17
13.473,standing,86.0,1,0.785110,73.510437,154.672119,0.475266,324.304474,372.379456,48.074982,0.310819,5.062339,423.732910,17
13.574,standing,92.0,1,0.842057,73.650085,149.304504,0.493288,324.786987,373.229065,48.442078,0.324452,3.996145,424.334473,17
13.666,standing,83.6,1,0.812418,73.528870,146.024719,0.503537,325.731384,373.619080,47.887695,0.327942,2.860759,419.832794,17
13.749,standing,73.6,1,0.808083,73.746643,156.200439,0.472128,325.055176,373.559814,48.504639,0.310528,4.381269,421.989838,17
13.857,standing,99.2,1,0.791135,74.337891,152.551147,0.487298,328.022675,375.603577,47.580902,0.311901,4.080626,414.892334,17
13.951,standing,84.9,1,0.830563,75.423767,150.645508,0.500671,329.862823,377.014404,47.151581,0.312997,2.261304,421.826782,17
14.039,standing,78.6,1,0.827969,75.486511,157.202637,0.480186,334.109619,379.825653,45.716034,0.290810,0.155859,426.594666,17
14.120,standing,70.5,1,0.832217,73.602051,149.427429,0.492561,334.188416,380.445374,46.256958,0.309561,2.648746,425.371887,17
14.213,standing,83.3,1,0.755854,72.522949,146.162354,0.496181,336.393524,381.076721,44.683197,0.305709,1.833085,428.438538,17
14.305,standing,83.5,1,0.697502,72.201599,149.910767,0.481631,334.619904,380.366852,45.746948,0.305161,0.469773,432.328918,17
14.386,standing,70.5,1,0.877847,73.871521,148.570435,0.497215,335.455688,380.088806,44.633118,0.300417,3.279914,427.393005,17
14.470,standing,74.1,1,0.694890,73.481812,148.388428,0.495199,337.277069,387.522339,50.245270,0.338606,1.875043,441.992310,17
14.569,standing,91.6,1,0.774936,73.968994,143.073242,0.517001,336.350830,381.709991,45.359161,0.317035,5.517943,429.884186,17
14.671,standing,92.9,1,0.777805,74.369629,153.343994,0.484986,337.356079,385.844879,48.488800,0.316209,5.444263,440.733093,17
14.754,standing,73.6,1,0.533302,74.910583,154.482422,0.484913,336.723175,385.580017,48.856842,0.316261,2.564987,441.402130,17
14.836,standing,71.9,1,0.798367,75.165649,137.753784,0.545652,337.463135,381.470215,44.007080,0.319462,7.151852,429.175110,17
14.943,standing,98.2,1,0.770273,75.486328,144.918823,0.520887,337.351227,380.009033,42.657806,0.294357,6.877751,429.452423,17
0.000,standing,98.8,1,0.724341,118.592529,174.919067,0.677985,334.524750,394.845856,60.321106,0.344852,7.212956,,14
0.094,standing,85.6,1,0.329611,120.738342,176.815063,0.682851,344.176819,407.092224,62.915405,0.355826,9.350446,,14
0.183,standing,78.9,1,0.553619,122.231873,176.317505,0.693249,337.114929,398.807190,61.692261,0.349893,6.256140,,14
0.282,standing,89.7,1,0.774818,119.797913,174.022644,0.688404,339.062500,397.845001,58.782501,0.337787,6.186869,,15
0.359,standing,67.9,1,0.808842,112.426697,174.268677,0.645134,335.382568,390.170959,54.788391,0.314390,7.030279,,15
0.453,standing,86.3,1,0.616581,118.145142,176.039795,0.671127,337.752258,399.320618,61.568359,0.349741,6.915116,,14
0.571,standing,110.1,1,0.669191,115.813843,175.382996,0.660348,335.451202,398.000366,62.549164,0.356643,5.730407,,14
0.678,standing,99.0,1,0.787114,114.686890,174.288147,0.658030,335.701477,396.639923,60.938446,0.349642,4.925555,,14
0.779,standing,91.4,1,0.774985,115.307495,174.453430,0.660964,335.655426,394.730713,59.075287,0.338631,3.836766,,15
0.866,standing,79.2,1,0.752888,113.345215,175.210754,0.646908,337.139465,394.659363,57.519897,0.328290,5.495730,,15
0.975,standing,99.9,1,0.817641,116.962830,174.676056,0.669599,333.883026,393.937500,60.054474,0.343805,4.870993,,15
1.073,standing,88.2,2,0.715723,116.070557,178.003357,0.652069,334.865051,394.770264,59.905212,0.336540,4.875305,,14
1.161,standing,77.6,1,0.754492,113.720764,180.749512,0.629162,333.006226,394.885498,61.879272,0.342348,3.723865,,15
1.265,standing,92.7,1,0.713238,114.530640,182.950775,0.626019,327.681458,391.201721,63.520264,0.347199,1.296910,,16
1.363,standing,88.6,1,0.683828,120.079834,183.228729,0.655355,328.933716,388.628326,59.694611,0.325793,1.018847,,16
1.454,standing,79.7,2,0.672305,119.864746,183.531921,0.653100,329.584442,385.379456,55.795013,0.304007,3.004854,,15
1.547,standing,84.1,1,0.749155,119.021606,183.695923,0.647927,330.518188,387.950684,57.432495,0.312650,2.222886,,15
1.634,standing,78.1,1,0.751462,118.691895,184.401245,0.643661,331.353149,388.756653,57.403503,0.311297,5.928683,,15
1.717,standing,72.3,2,0.602880,117.732788,185.335205,0.635242,332.722748,393.486298,60.763550,0.327858,5.115332,,14
1.830,standing,102.0,1,0.683081,121.874268,185.065430,0.658547,331.697815,387.711609,56.013794,0.302670,2.453391,,15
1.928,standing,88.6,1,0.686148,121.196960,185.202576,0.654402,331.931610,388.286469,56.354858,0.304288,3.219425,,15
2.024,standing,86.0,2,0.529898,118.729919,185.447021,0.640236,331.525543,386.844116,55.318573,0.298299,3.036076,,15
2.139,standing,107.3,2,0.555893,118.801819,185.049164,0.642001,332.105988,386.803345,54.697357,0.295583,1.448579,,15
2.242,standing,94.9,2,0.580544,71.241272,113.729980,0.626407,328.318359,369.479065,41.160706,0.361916,10.139618,,14
2.329,standing,78.3,2,0.569005,70.318604,114.210449,0.615693,327.911835,368.783569,40.871735,0.357863,9.915333,,14
2.440,standing,101.3,2,0.636147,115.949463,185.219788,0.626010,332.231628,392.730743,60.499115,0.326634,5.069186,,16
2.535,standing,83.8,2,0.712744,113.327759,184.275330,0.614991,331.355774,390.070862,58.715088,0.318627,3.392366,,15
2.617,standing,74.4,1,0.659133,115.898560,183.537476,0.631471,332.028259,390.289856,58.261597,0.317437,2.638501,,15
2.704,standing,79.2,2,0.611358,70.937134,112.103149,0.632784,329.208160,369.236877,40.028717,0.357070,6.313217,,15
2.798,standing,85.1,2,0.600187,115.729370,182.228699,0.635078,334.616364,394.919525,60.303162,0.330920,5.486885,,16
2.894,standing,88.5,2,0.767757,117.898865,180.319244,0.653834,331.328979,389.778473,58.449493,0.324145,3.442830,,16
2.987,standing,82.3,2,0.604653,70.315918,109.002930,0.645083,330.878021,374.768066,43.890045,0.402650,3.474740,,15
3.086,standing,90.1,2,0.658559,113.718689,179.859833,0.632263,331.091736,391.401062,60.309326,0.335313,3.218595,,15
3.181,standing,87.1,2,0.683888,71.198303,107.871338,0.660030,331.139343,369.503235,38.363892,0.355645,0.050728,,15
3.263,standing,74.7,2,0.658513,70.834534,107.967834,0.656071,331.806946,366.529297,34.722351,0.321599,2.528516,,15
3.345,standing,73.4,2,0.765442,71.154663,106.518250,0.668004,331.235352,366.195312,34.959961,0.328206,3.378704,,15
3.440,standing,86.5,2,0.725957,70.376953,107.744141,0.653186,332.083466,362.255798,30.172333,0.280037,9.843892,,15
3.525,standing,75.6,2,0.708211,70.455444,108.003845,0.652342,332.040283,362.105469,30.065186,0.278371,8.443984,,15
3.610,standing,75.5,2,0.736665,69.615723,106.013550,0.656668,332.124329,367.000122,34.875793,0.328975,3.479807,,15
3.702,standing,84.4,3,0.750699,69.984070,106.535950,0.656906,332.791718,367.531433,34.739716,0.326084,1.599999,,15
3.794,standing,83.9,2,0.761721,71.110840,106.530029,0.667519,333.076538,366.084290,33.007751,0.309845,1.284387,,14
3.871,standing,69.7,2,0.723747,70.480713,106.618042,0.661058,331.882507,365.655426,33.772919,0.316766,2.665632,,15
3.957,standing,78.4,2,0.747578,70.458069,106.988647,0.658556,332.269226,364.815979,32.546753,0.304208,2.029902,,15
4.051,standing,86.1,2,0.757650,70.552979,106.874634,0.660147,332.105713,364.337738,32.232025,0.301587,2.629785,,15
4.148,standing,87.1,1,0.791835,72.113525,106.528198,0.676943,332.230347,364.543762,32.313416,0.303332,0.823629,,14
4.229,standing,71.5,2,0.728742,70.489136,105.942871,0.665350,332.060242,366.175110,34.114868,0.322012,0.126239,,14
4.340,standing,102.2,3,0.706356,71.212402,108.126953,0.658600,332.704529,364.895569,32.191040,0.297715,4.892810,,15
4.442,standing,95.3,2,0.690027,69.849243,106.869629,0.653593,332.479248,364.870911,32.391663,0.303095,4.281652,,15
4.538,standing,86.1,2,0.715566,70.866882,107.517456,0.659120,333.039307,366.567932,33.528625,0.311844,3.431138,,15
4.638,standing,91.1,2,0.675304,70.969055,108.016479,0.657021,332.521423,365.349884,32.828461,0.303921,5.219837,,15
4.734,standing,89.0,2,0.607123,70.510925,108.277344,0.651207,334.191620,371.472321,37.280701,0.344307,6.613164,,15
4.818,standing,74.5,2,0.695403,70.881836,107.939453,0.656681,333.474091,367.418579,33.944489,0.314477,4.920344,,15
4.906,standing,80.4,2,0.743309,70.028015,106.494141,0.657576,333.476013,368.229187,34.753174,0.326339,0.551713,,14
4.999,standing,86.1,2,0.640015,70.602661,107.944275,0.654066,333.219849,367.283112,34.063263,0.315563,4.284872,,15
5.110,standing,101.9,2,0.750478,70.242371,107.020142,0.656347,333.148804,368.088623,34.939819,0.326479,1.444214,,14
5.218,standing,98.7,3,0.797855,70.623779,106.912231,0.660577,332.956726,364.942322,31.985596,0.299176,3.192419,,14
5.345,standing,117.0,2,0.622989,114.860718,178.647949,0.642945,337.084900,395.451782,58.366882,0.326715,10.213553,,15
5.435,standing,84.2,3,0.755488,70.708801,106.185669,0.665898,333.200256,367.121582,33.921326,0.319453,0.204433,,14
5.542,standing,99.2,2,0.692914,114.159546,176.945068,0.645169,333.468262,390.238159,56.769897,0.320833,6.651461,,15
5.640,standing,88.8,2,0.695694,69.965942,107.266541,0.652263,331.832092,365.486877,33.654785,0.313749,1.495751,,15
5.717,standing,66.9,2,0.715006,70.936890,106.455017,0.666356,333.639282,368.522522,34.883240,0.327681,0.250775,,14
5.805,standing,77.5,3,0.604644,115.290161,176.009644,0.655022,337.773987,395.311951,57.537964,0.326902,12.823079,,14
5.892,standing,78.5,2,0.745105,116.520264,174.639587,0.667204,336.155090,390.741394,54.586304,0.312565,10.229255,471.953735,16
5.978,standing,78.2,2,0.736712,117.703003,170.720703,0.689448,339.061310,393.794006,54.732697,0.320598,9.651219,470.953278,17
6.066,standing,78.9,2,0.658469,121.347168,168.818665,0.718802,340.749329,399.960999,59.211670,0.350741,4.969353,,15
6.153,standing,77.9,2,0.579876,124.824829,167.567688,0.744922,342.812988,401.593903,58.780914,0.350789,0.462757,,15
6.239,standing,78.2,2,0.509912,101.419556,330.622986,0.306753,,,,,,,3
6.321,standing,73.9,2,0.598722,101.523193,346.326843,0.293143,,,,,,,2
6.404,standing,72.6,2,0.582508,128.698792,164.291138,0.783358,346.003906,404.140533,58.136627,0.353863,2.383606,,15
6.486,standing,72.6,1,0.556092,100.130615,280.888855,0.356478,,,,,,,2
6.570,standing,75.5,1,0.398271,93.921143,434.514465,0.216152,,,,,,,1
6.646,standing,66.6,1,0.470398,82.964722,458.529724,0.180936,,,,,,,0
6.725,standing,69.6,0,,,,,,,,,,,0
6.801,standing,67.7,0,,,,,,,,,,,0
6.882,standing,72.2,0,,,,,,,,,,,0
6.960,standing,68.5,1,0.257010,71.302856,102.259888,0.697271,348.941467,358.479950,9.538483,0.093277,9.513533,,10
7.065,standing,96.2,1,0.488980,71.522461,99.009094,0.722383,351.851746,353.734039,1.882294,0.019011,33.194402,406.132324,15
7.148,standing,73.4,1,0.372154,71.070251,98.745850,0.719729,353.977417,359.236328,5.258911,0.053257,11.136934,407.014038,15
7.241,standing,83.5,1,0.375636,71.584229,100.158142,0.714712,350.917603,351.633850,0.716248,0.007151,74.558350,,14
7.333,standing,82.9,0,,,,,,,,,,,0
7.416,standing,73.5,0,,,,,,,,,,,0
7.494,standing,70.5,0,,,,,,,,,,,0
7.577,standing,75.4,0,,,,,,,,,,,0
7.672,standing,85.9,0,,,,,,,,,,,0
7.778,standing,96.9,0,,,,,,,,,,,0
7.858,standing,73.1,0,,,,,,,,,,,0
7.933,standing,67.4,0,,,,,,,,,,,0
8.014,standing,71.8,0,,,,,,,,,,,0
8.093,standing,70.7,0,,,,,,,,,,,0
8.172,standing,70.1,0,,,,,,,,,,,0
8.245,standing,66.5,0,,,,,,,,,,,0
8.330,standing,75.9,0,,,,,,,,,,,0
8.409,standing,70.5,0,,,,,,,,,,,0
8.486,standing,67.5,0,,,,,,,,,,,0
8.562,standing,68.8,0,,,,,,,,,,,0
8.655,standing,83.5,0,,,,,,,,,,,0
8.746,standing,82.5,0,,,,,,,,,,,0
8.851,standing,96.2,0,,,,,,,,,,,0
8.935,standing,74.8,0,,,,,,,,,,,0
9.007,standing,64.4,0,,,,,,,,,,,0
9.110,standing,95.1,0,,,,,,,,,,,0
9.194,standing,74.4,0,,,,,,,,,,,0
9.294,standing,93.7,1,0.254627,92.617188,165.098511,0.560981,341.990295,396.875244,54.884949,0.332438,3.350512,,11
9.383,standing,81.1,1,0.308861,102.929199,165.489014,0.621970,335.894897,411.066071,75.171173,0.454237,5.848514,,10
9.466,standing,71.9,1,0.312644,103.771973,165.202271,0.628151,334.669250,412.133514,77.464264,0.468906,7.787114,,10
9.544,standing,71.0,1,0.274071,95.789185,164.630249,0.581844,337.871552,414.095703,76.224152,0.463002,6.635485,,10
9.634,standing,79.9,1,0.328869,101.855835,165.329529,0.616078,336.445862,415.874451,79.428589,0.480426,6.632159,,10
9.719,standing,75.3,0,,,,,,,,,,,0
9.823,standing,94.9,0,,,,,,,,,,,0
9.916,standing,84.3,0,,,,,,,,,,,0
9.995,standing,69.5,0,,,,,,,,,,,0
10.076,standing,72.6,1,0.308980,96.420288,164.268311,0.586968,351.077698,406.894409,55.816711,0.339790,1.546202,,15
10.166,standing,82.2,1,0.359473,108.398499,166.082672,0.652678,343.274658,407.118835,63.844177,0.384412,0.021746,,15
10.273,standing,98.7,1,0.563867,86.816772,171.268860,0.506903,340.189209,404.604187,64.414978,0.376104,1.838426,474.384155,17
10.376,standing,93.5,1,0.603560,111.463989,179.971436,0.619343,336.371643,403.137329,66.765686,0.370979,2.272251,474.411224,17
10.473,standing,87.6,1,0.609047,111.389160,183.019226,0.608620,336.257080,401.829529,65.572449,0.358282,2.387535,,15
10.561,standing,78.2,1,0.704310,118.804321,184.908478,0.642503,336.835815,398.846619,62.010803,0.335359,0.220219,475.479187,17
10.660,standing,91.1,1,0.630054,103.038818,186.317566,0.553028,336.392212,397.853302,61.461090,0.329873,0.458082,476.699097,17
10.748,standing,79.9,1,0.706006,114.728638,186.109680,0.616457,335.928223,395.533600,59.605377,0.320270,0.778798,,16
10.833,standing,75.0,1,0.658983,110.462891,186.594116,0.591996,336.126343,396.866272,60.739929,0.325519,0.044850,,16
10.928,standing,86.0,1,0.776128,112.077271,186.072510,0.602331,336.632507,398.586578,61.954071,0.332957,1.973473,,16
11.011,standing,75.1,1,0.717152,115.679565,185.666260,0.623051,336.137451,397.821777,61.684326,0.332232,0.575044,,16
11.087,standing,66.4,1,0.724810,113.227173,186.073059,0.608509,335.874023,396.218781,60.344757,0.324307,1.754680,,16
11.175,standing,79.4,1,0.732870,113.740845,185.770630,0.612265,336.394104,397.497833,61.103729,0.328920,1.826725,,16
11.285,standing,101.3,2,0.662384,112.167603,185.434509,0.604891,335.758484,394.421814,58.663330,0.316356,2.007725,,15
